693nm,691nm,527nm,525nm,340nm,530nm,523nm,532nm,695nm,520nm,534nm,696nm,625nm,623nm,627nm,685nm,629nm,621nm,631nm,537nm,634nm,619nm,800nm,689nm,794nm,821nm,636nm,518nm,795nm,806nm,809nm,812nm,617nm,638nm,801nm,414nm,798nm,584nm,539nm,687nm,582nm,580nm,354nm,827nm,417nm,698nm,578nm,348nm,587nm,640nm,L*,a*,b*,Date
0.001034279,0.004874286,0.608544052,0.59744978,0.003531844,0.623960376,0.590317965,0.640868187,0.00020708,0.593881786,0.657607794,0.000140135,0.926522315,0.935355306,0.917034924,0.058460578,0.905133486,0.943129659,0.891395092,0.67254889,0.87528044,0.94533664,0.000240691,0.022678263,0.00023863,0.000229391,0.857741714,0.606086016,0.000236196,0.000241591,0.000231831,0.000237511,0.943549216,0.838994861,0.000243944,0.008721973,0.000243835,0.85631299,0.685203969,0.040170673,0.849588394,0.843126714,0.000141342,0.000233769,0.024100073,0.000104882,0.836898506,0.000222836,0.862637758,0.818399787,85.76,-4.54,59.33,Day1
0.001066269,0.004969785,0.612611592,0.601437271,0.003622036,0.628053725,0.594213247,0.644968271,0.000215348,0.597724676,0.661705434,0.000146224,0.926229239,0.935119629,0.916681826,0.058379546,0.90471524,0.942947984,0.890905023,0.676633835,0.874712169,0.945197999,0.000250297,0.022785826,0.000248232,0.00023873,0.857095718,0.609862328,0.000245702,0.000251263,0.000241186,0.000247101,0.94345206,0.838271141,0.000253701,0.008862324,0.000253617,0.857733011,0.689278841,0.040181763,0.851153553,0.844842076,0.000147523,0.000243219,0.024375916,0.000109644,0.838761568,0.000231995,0.863919258,0.81760025,87.32,-5.63,59.82,Day1
0.001099474,0.005074112,0.611070514,0.599974751,0.003730715,0.626470745,0.592858553,0.643365741,0.000224411,0.596483111,0.660088897,0.000152728,0.925833941,0.934734583,0.916276872,0.058563378,0.904306531,0.942574918,0.890495837,0.67500484,0.874309897,0.944822907,0.000261387,0.023007637,0.000259245,0.000249423,0.856708527,0.608754456,0.00025666,0.000262434,0.000251933,0.000258089,0.943060756,0.837906182,0.000264966,0.009097718,0.000264799,0.856920242,0.687635064,0.040396713,0.85029161,0.843927622,0.000154459,0.00025405,0.024852946,0.000114696,0.837794662,0.000242426,0.863151133,0.817262709,86.38,-4.93,58.71,Day1
0.001419298,0.006006533,0.618307233,0.607297778,0.004699217,0.633599043,0.600361347,0.65042305,0.000314202,0.604328632,0.667068422,0.000218816,0.9229303,0.932081461,0.913116872,0.059167553,0.900901973,0.940169036,0.886839747,0.681878567,0.870416224,0.942563534,0.000369622,0.024512064,0.00036711,0.000354465,0.852618337,0.616985321,0.000363845,0.000371522,0.000357214,0.000365826,0.940878451,0.833653748,0.000374972,0.01090799,0.000374345,0.858225763,0.694402397,0.041487694,0.851880193,0.845800936,0.000224058,0.000360259,0.028373787,0.000166635,0.839942992,0.000345261,0.864175737,0.812879682,88.74,-5.38,55.13,Day1
0.002125432,0.007854818,0.621981382,0.611324787,0.00680592,0.63701129,0.604945421,0.653689682,0.000536463,0.609678507,0.670198977,0.000386872,0.917973161,0.927455246,0.907824039,0.060513191,0.895316303,0.935879171,0.880965948,0.684845448,0.864300251,0.938451171,0.000642961,0.027274577,0.000639778,0.0006212,0.846339345,0.623212397,0.000635372,0.000647444,0.000623863,0.000638483,0.936819136,0.827276587,0.000653064,0.014728725,0.000650529,0.857203543,0.697197914,0.043574162,0.851040125,0.845133722,0.000405185,0.000629214,0.035334468,0.000301044,0.839436054,0.000606947,0.862958848,0.806459546,89.04,-3.42,46.91,Day1
0.001546184,0.006367929,0.611162841,0.600454807,0.005115515,0.62630254,0.593923688,0.643059075,0.000352942,0.598297,0.659659147,0.000247246,0.921648502,0.930805862,0.911831141,0.059813581,0.899636865,0.938908041,0.885608971,0.674433887,0.869248271,0.941274285,0.000418179,0.025240446,0.000415344,0.000401476,0.85154134,0.611436725,0.00041195,0.000420499,0.00040437,0.000413983,0.939513147,0.832690835,0.000424331,0.01179919,0.000423188,0.85473597,0.686912775,0.042208791,0.848158062,0.841832995,0.000255196,0.000407762,0.030072911,0.00018906,0.835730433,0.000391186,0.860900164,0.812047184,83.92,-2.54,51.08,Day1
0.001444055,0.006076088,0.619229913,0.608211398,0.004770126,0.634521961,0.601268649,0.651345432,0.000321327,0.60524261,0.667988777,0.000224136,0.922822237,0.931988001,0.912993968,0.059202526,0.900764167,0.940089703,0.886686385,0.682794333,0.870247364,0.942495346,0.000378143,0.024614176,0.000375616,0.000362772,0.852435231,0.617905736,0.000372298,0.000380119,0.000365522,0.000374338,0.940820575,0.833457708,0.000383644,0.011029724,0.00038298,0.858560503,0.69531405,0.04155637,0.852247596,0.846201539,0.000229632,0.000368645,0.028602598,0.000170848,0.840375543,0.000353411,0.864478767,0.812672079,90.13,-5.46,55.0,Day1
0.001457606,0.006120904,0.61216855,0.601365268,0.004840483,0.627364933,0.594697118,0.644149423,0.000326255,0.598911345,0.660772085,0.000227459,0.922382116,0.931506276,0.912598014,0.059542112,0.900428116,0.93957305,0.886421382,0.675570428,0.870071709,0.941928029,0.000385283,0.02481549,0.000382596,0.000369526,0.852362633,0.611864805,0.000379335,0.000387316,0.000372364,0.000381264,0.940177202,0.833499074,0.000390882,0.011261215,0.000389999,0.855505228,0.688075542,0.04184844,0.848953962,0.842659354,0.000233864,0.000375494,0.029060055,0.0001734,0.836588383,0.000359913,0.861647546,0.812833607,84.5,-3.32,52.74,Day1
0.001657523,0.006657679,0.619723022,0.608852386,0.005420065,0.63491106,0.602133572,0.651676178,0.000385982,0.606399179,0.668266058,0.000272446,0.920970201,0.930255055,0.911020756,0.059665665,0.898685217,0.938477933,0.884503186,0.683009923,0.867976904,0.940942228,0.000457396,0.02553275,0.000454612,0.00043989,0.850107253,0.61939764,0.000450917,0.000460062,0.000442719,0.000453265,0.939275801,0.831096232,0.000464224,0.012248433,0.000463062,0.857758164,0.695464373,0.042266943,0.851483583,0.845472097,0.000281439,0.000446497,0.030884329,0.000209211,0.839677572,0.000428975,0.863632441,0.81029737,87.76,-4.75,52.03,Day1
0.00141687,0.006006784,0.611633062,0.600813627,0.004717465,0.62684375,0.594116807,0.643636346,0.000314276,0.598285675,0.660267055,0.000218562,0.922698975,0.931799054,0.91293931,0.059458319,0.900791824,0.939841807,0.886807621,0.675076067,0.870478094,0.942183077,0.000370703,0.024634633,0.000368064,0.000355349,0.852784336,0.61118722,0.000364879,0.000372609,0.000358168,0.000366741,0.94042623,0.833932042,0.000376055,0.011032399,0.000375258,0.855451345,0.687592149,0.041712657,0.848877966,0.842561424,0.00022439,0.000361175,0.028627703,0.000166364,0.836469591,0.000346026,0.861616194,0.813274324,84.13,-3.38,53.23,Day1
0.001642945,0.006624568,0.616839647,0.606034756,0.005385168,0.632006168,0.599398971,0.648768365,0.000381721,0.603728294,0.665362716,0.000269064,0.921144664,0.930387735,0.911239088,0.059792496,0.898952007,0.938571453,0.884823978,0.680117369,0.868357539,0.94100368,0.000452555,0.025544835,0.000449723,0.000435102,0.850548148,0.616807461,0.000446099,0.000455191,0.000437955,0.000448385,0.939305663,0.831598401,0.000459314,0.012223322,0.000458081,0.856761336,0.692579985,0.042342711,0.850385487,0.84426856,0.00027806,0.000441676,0.030844593,0.00020647,0.83836937,0.000424235,0.862731576,0.810860217,87.96,-3.77,51.35,Day1
0.00165435,0.006648836,0.618640542,0.60780257,0.005417553,0.633813381,0.60112375,0.650570929,0.000385274,0.605423093,0.667155623,0.000271863,0.9208408,0.930124164,0.910892725,0.059688024,0.898561001,0.938346446,0.884383678,0.681896389,0.86786437,0.940804899,0.0004568,0.025533758,0.000453994,0.000439269,0.850004554,0.618462026,0.000450316,0.000459453,0.000442115,0.000452622,0.939126432,0.831004918,0.000463603,0.012262009,0.000462423,0.857222438,0.694346428,0.042281933,0.850912571,0.844864547,0.000280974,0.000445877,0.030913273,0.000208737,0.839034617,0.000428339,0.863130093,0.810218573,85.66,-4.54,51.77,Day1
0.001428319,0.006029546,0.620829046,0.60975486,0.004716632,0.636146247,0.602737665,0.652978659,0.000316533,0.60664022,0.669626176,0.00022066,0.922971368,0.932144344,0.913135111,0.059082538,0.900892794,0.94025147,0.886799335,0.684433341,0.870339394,0.942667127,0.000372078,0.024505258,0.000369603,0.000356916,0.852501988,0.619216919,0.000366294,0.000374,0.000359642,0.000368334,0.941009343,0.833495617,0.000377477,0.010907105,0.000376895,0.859251678,0.696956694,0.041435789,0.852991819,0.847001553,0.000225789,0.000362725,0.028365454,0.000168119,0.841230869,0.0003477,0.865120649,0.812678814,90.73,-6.07,55.72,Day1
0.006026246,0.015615449,0.620296001,0.610925555,0.017982654,0.634461164,0.60644269,0.65067035,0.00215519,0.613550603,0.66676116,0.001697717,0.901391029,0.911764026,0.890335798,0.064055502,0.87711668,0.921115875,0.862081468,0.680937946,0.844895899,0.924161732,0.002749594,0.035873625,0.002748671,0.002704777,0.826666236,0.629814386,0.002741167,0.002778646,0.00269284,0.002751395,0.922617912,0.807519913,0.002797811,0.032668337,0.002774366,0.848367572,0.692791879,0.049417693,0.842349172,0.836548209,0.001904112,0.00271465,0.063073099,0.001396595,0.830938101,0.002660854,0.853921652,0.786770701,85.83,-1.99,28.35,Day1
0.0004735914990305,0.0029044628608971,0.5871676802635193,0.5758225917816162,0.0017428674036636,0.6028733253479004,0.5681266784667969,0.6199392080307007,7.403485506074503e-05,0.5705854892730713,0.6368539333343506,4.671603528549895e-05,0.9344298243522644,0.9425607919692992,0.925662875175476,0.056544192135334,0.9144670367240906,0.9496499300003052,0.9014586806297302,0.6520624160766602,0.8860441446304321,0.9514747262001038,8.349230483872816e-05,0.0186364501714706,8.242616604547948e-05,7.837112934794277e-05,0.8690974712371826,0.5815033912658691,8.131025970214978e-05,8.351045835297555e-05,7.976150664035231e-05,8.178805001080036e-05,0.9495127201080322,0.8508465886116028,8.441335376119241e-05,0.0049971439875662,8.465857536066324e-05,0.8523629307746887,0.6649960279464722,0.0369466356933116,0.8447864651679993,0.8374670147895813,4.537000131676905e-05,8.039776730583981e-05,0.0160241983830928,3.351132181705907e-05,0.8304110765457153,7.563496183138341e-05,0.8595322370529175,0.830659806728363,74.59,-2.73,68.31,Day2
0.0005052480264566,0.0030288544949144,0.596411406993866,0.5848524570465088,0.0018358512315899,0.6122132539749146,0.5769211053848267,0.6293348073959351,8.036480721784756e-05,0.5792511701583862,0.646285891532898,5.107087781652808e-05,0.9341705441474916,0.942392885684967,0.9253078103065492,0.0564132556319236,0.9140030741691588,0.9495657086372375,0.9008728861808776,0.6615046262741089,0.8853211402893066,0.9514660835266112,9.056079579750076e-05,0.018837034702301,8.946657180786133e-05,8.515148510923609e-05,0.868231475353241,0.5900229215621948,8.825612894725055e-05,9.060753654921427e-05,8.65957117639482e-05,8.880952373147011e-05,0.9495885372161864,0.8498337864875793,9.158445027424024e-05,0.0051574483513832,9.18686273507774e-05,0.8559208512306213,0.6744509339332581,0.0369893983006477,0.8486818075180054,0.8417114019393921,4.959492434863933e-05,8.730230911169201e-05,0.0163876675069332,3.677743006846868e-05,0.8349971771240234,8.22484798845835e-05,0.8627681732177734,0.8294997215270996,82.47,-5.32,70.26,Day2
0.0005351150175556,0.003150408854708,0.5898255109786987,0.5785362124443054,0.0019470489351078,0.6054811477661133,0.5709511637687683,0.6225230693817139,8.695641008671373e-05,0.5736034512519836,0.6394131779670715,5.546337706618942e-05,0.933287501335144,0.9415162801742554,0.924420177936554,0.056881483644247,0.9131259918212892,0.948700785636902,0.9000164270401001,0.6545836925506592,0.8845059871673584,0.9505749344825744,9.854512609308586e-05,0.0192332565784454,9.734784543979912e-05,9.27177316043526e-05,0.8674794435501099,0.5847500562667847,9.608363325241952e-05,9.862174920272082e-05,9.426033648196608e-05,9.664204117143528e-05,0.948629915714264,0.8491636514663696,9.967164805857465e-05,0.0054578301496803,9.990287071559578e-05,0.8527548909187317,0.6674766540527344,0.0374634377658367,0.8452876806259155,0.8380774259567261,5.419439185061492e-05,9.501741442363708e-05,0.0170966256409883,4.004807124147192e-05,0.8311260342597961,8.9570130512584e-05,0.8598148822784424,0.828925371170044,76.76,-2.88,67.2,Day2
0.0005877712392248,0.0033519328571856,0.5931723117828369,0.5818898677825928,0.0021185965742915,0.6088053584098816,0.5743451118469238,0.625835657119751,9.83773497864604e-05,0.5771111249923706,0.6427099704742432,6.328777089947835e-05,0.9323549270629884,0.9406744837760924,0.9233940839767456,0.057070679962635,0.9120055437088012,0.947946548461914,0.8987969160079956,0.6578513979911804,0.8831883072853088,0.9498708844184875,0.0001118662185035,0.0196781661361455,0.0001105677220039,0.0001054476597346,0.8660750985145569,0.5883917212486267,0.0001091728481696,0.0001119996377383,0.0001071104852599,0.0001098059656214,0.9479517340660096,0.8476829528808594,0.0001131776953116,0.0058287428691983,0.0001134014382841,0.853515088558197,0.6707137823104858,0.0378136895596981,0.8461794853210449,0.8391028046607971,6.210584979271516e-05,0.0001079767316696,0.0179404392838478,4.593408448272385e-05,0.8322813510894775,0.0001019509218167,0.8604462146759033,0.82737797498703,78.11,-3.41,66.44,Day2
0.0005481381667777,0.00320117874071,0.5901343822479248,0.5788636207580566,0.001990481512621,0.6057759523391724,0.5713091492652893,0.622810423374176,8.97667050594464e-05,0.5740064978599548,0.6396933794021606,5.7375615142518654e-05,0.9330346584320068,0.9412829875946044,0.9241473078727722,0.0569534599781036,0.9128338098526,0.9484867453575134,0.8997046947479248,0.6548546552658081,0.8841760754585266,0.9503698348999025,0.0001018400580505,0.0193550214171409,0.0001006147431326,9.586078522261232e-05,0.867135226726532,0.5852060317993164,9.931965178111568e-05,0.000101930607343,9.743562259245664e-05,9.989381942432374e-05,0.9484260082244872,0.8488085269927979,0.0001030118073686,0.0055561549961566,0.0001032376821967,0.8527231216430664,0.6677377223968506,0.037570297718048,0.8452699184417725,0.8380733728408813,5.613671237369999e-05,9.821865387493744e-05,0.0173227190971374,4.148234074818902e-05,0.8311349749565125,9.262388630304486e-05,0.8597686886787415,0.8285622596740723,76.77,-2.84,66.86,Day2
0.0005713850841857,0.0032880012877285,0.5938661098480225,0.5825341939926147,0.0020635474938899,0.6095272898674011,0.5749189853668213,0.6265705823898315,9.47595399338752e-05,0.5776061415672302,0.6434547901153564,6.08266782364808e-05,0.9325824975967408,0.9408941268920898,0.9236289858818054,0.0569210201501846,0.9122446179389954,0.948157548904419,0.8990378379821777,0.658605694770813,0.8834264278411865,0.9500815868377686,0.000107590589323,0.0195089634507894,0.0001063329982571,0.0001013690853142,0.866305410861969,0.5887937545776367,0.0001049724160111,0.0001077032939065,0.0001029913692036,0.0001055864122463,0.9481700658798218,0.8479005098342896,0.0001088403296307,0.0056996457278728,0.0001090819059754,0.8538834452629089,0.6714786291122437,0.0376409403979778,0.8465704917907715,0.8395187258720398,5.958333713351749e-05,0.0001038242990034,0.0176461897790431,4.4085441913921386e-05,0.8327231407165527,9.798879909794778e-05,0.8607946634292603,0.8275789618492126,77.29,-3.83,67.0,Day2
0.0004680134588852,0.0028797721024602,0.5940167307853699,0.5824378728866577,0.0017126990715041,0.6098463535308838,0.5744575262069702,0.6269845962524414,7.264642044901848e-05,0.5766820907592773,0.6439551115036011,4.584537236951292e-05,0.9349876046180724,0.943132758140564,0.9262046813964844,0.0562594793736934,0.9149805307388306,0.9502310752868652,0.9019352197647096,0.6592034697532654,0.8864673376083374,0.9520914554595948,8.161609002854675e-05,0.0184879712760448,8.05952658993192e-05,7.662664575036615e-05,0.8694514036178589,0.5873304009437561,7.947973790578544e-05,8.163142774719745e-05,7.79795300331898e-05,7.998192450031638e-05,0.9501972794532776,0.8511183261871338,8.252108818851411e-05,0.0048832828179001,8.280044130515307e-05,0.8555116653442383,0.6721806526184082,0.0367074832320213,0.8481776714324951,0.8411108255386353,4.435405935510062e-05,7.861333870096132e-05,0.0157433375716209,3.287565414211713e-05,0.8343026041984558,7.396639557555318e-05,0.8624524474143982,0.8308404088020325,82.55,-4.98,71.06,Day2
0.0012962588807567,0.0056640701368451,0.6066148281097412,0.5958471298217773,0.0043649324215948,0.621821403503418,0.5891872644424438,0.6386151313781738,0.0002798980276565,0.5933196544647217,0.6552551984786987,0.0001930292055476,0.9234495162963868,0.9324580430984496,0.9137834310531616,0.0593237243592739,0.901730179786682,0.9404123425483704,0.8878450989723206,0.6700882911682129,0.8716152906417847,0.9426886439323424,0.0003294522175565,0.0241325292736291,0.0003269085718784,0.0003152057470288,0.8540129661560059,0.6061846017837524,0.0003239852376282,0.0003310081083327,0.0003179835330229,0.0003255926130805,0.9408772587776184,0.8352444767951965,0.0003340998664498,0.0104144215583801,0.0003334691864438,0.8537793159484863,0.6826266050338745,0.0413914173841476,0.8470222353935242,0.8405181169509888,0.0001975751365534,0.0003206194087397,0.0274567045271396,0.000146205391502,0.834244430065155,0.0003066699719056,0.8601222634315491,0.8146620988845825,79.24,-2.6,53.8,Day2
0.000609996728599,0.0034342319704592,0.5954245328903198,0.5841184258460999,0.0021892481017857,0.6110605001449585,0.5765570402145386,0.6280914545059204,0.0001032738218782,0.5793423652648926,0.64496248960495,6.667626439593732e-05,0.9319746494293212,0.9403392672538756,0.9229669570922852,0.057098913937807,0.9115296006202698,0.9476543664932252,0.8982685208320618,0.6600930094718933,0.8826055526733398,0.9496064186096193,0.0001175556753878,0.0198393408209085,0.0001162212793133,0.0001108981232391,0.8654415607452393,0.5906452536582947,0.0001147680013673,0.0001177142839878,0.000112606510811,0.0001154372002929,0.9477065205574036,0.8470015525817871,0.00011894643103,0.0059730606153607,0.000119174059364,0.854163646697998,0.6729444861412048,0.0379188805818557,0.8469133377075195,0.8399244546890259,6.552184640895575e-05,0.0001135214188252,0.0182633195072412,4.849557080888189e-05,0.8331889510154724,0.0001072584855137,0.8610122799873352,0.8266521692276001,78.73,-3.92,66.33,Day2
0.0005697859451174,0.003280914388597,0.5979471206665039,0.5864813923835754,0.0020499415695667,0.6136773824691772,0.5787035822868347,0.6307600736618042,9.421712456969544e-05,0.5812579989433289,0.6476739645004272,6.0503229178721085e-05,0.9329129457473756,0.9412341117858888,0.9239490032196044,0.0567711181938648,0.9125467538833618,0.9485040307044984,0.89931720495224,0.6628451347351074,0.8836736083030701,0.95045006275177,0.0001067481061909,0.0194409247487783,0.0001055188768077,0.0001005965168587,0.8665112257003784,0.5922919511795044,0.0001041519280988,0.0001068607525667,0.0001021968928398,0.0001047894984367,0.9485796093940736,0.848057746887207,0.0001079937283066,0.0056391013786196,0.0001082610833691,0.8557646870613098,0.6757410764694214,0.0375201292335987,0.8485944271087646,0.8416911959648132,5.914291978115216e-05,0.0001030333150993,0.0175005849450826,4.385163992992602e-05,0.835040807723999,9.7257383458782e-05,0.8625411987304688,0.8276828527450562,82.5,-5.09,68.47,Day2
0.0005765784881077,0.0033090396318584,0.5911188125610352,0.5798839330673218,0.0020860396325588,0.606728732585907,0.5723888874053955,0.6237432956695557,9.601777128409594e-05,0.575178861618042,0.6406055688858032,6.165248487377539e-05,0.9323386549949646,0.9406442642211914,0.9233919382095336,0.0570582821965217,0.912019908428192,0.9479038715362548,0.8988294005393982,0.6557406187057495,0.8832413554191589,0.9498133063316344,0.0001092022139346,0.0195968896150589,0.0001079160065273,0.0001028867336572,0.8661504983901978,0.586485743522644,0.0001065508113242,0.0001093204700737,0.0001045326062012,0.0001071559599949,0.9478739500045776,0.8477814197540283,0.0001104701295844,0.0057704914361238,0.0001106903000618,0.8526204824447632,0.6685959696769714,0.0377643778920173,0.8452107906341553,0.8380581140518188,6.049763396731578e-05,0.0001053723754012,0.0178122259676456,4.469961641007103e-05,0.8311631679534912,9.94512956822291e-05,0.8596225380897522,0.827499508857727,74.54,-2.9,65.92,Day2
0.0006500891176983,0.0035793976858258,0.598344624042511,0.5870333909988403,0.0023191166110336,0.6139647364616394,0.5794847011566162,0.6309823393821716,0.0001123340043704,0.5823362469673157,0.6478350162506104,7.296675903489813e-05,0.931143045425415,0.9395910501480104,0.9220484495162964,0.0571600422263145,0.9105225801467896,0.9469865560531616,0.8971668481826782,0.6629364490509033,0.8814080953598022,0.9489845633506776,0.0001281785807805,0.0201243571937084,0.0001267748593818,0.0001210737609653,0.8641576766967773,0.5937146544456482,0.0001252174552064,0.0001283829769818,0.0001228682085638,0.0001259414275409,0.947108030319214,0.8456387519836426,0.0001297135604545,0.0062445132061839,0.0001299438154092,0.8547398447990417,0.6757582426071167,0.0381120033562183,0.8476036787033081,0.8407317399978638,7.19177769497037e-05,0.0001238699187524,0.018867515027523,5.326328391674906e-05,0.834111750125885,0.0001171652183984,0.8614777326583862,0.8252176642417908,77.13,-4.56,65.7,Day2
0.0007025941158644,0.0037650382146239,0.60820472240448,0.5966838598251343,0.0024704202078282,0.6239070892333984,0.588902473449707,0.6409642100334167,0.0001240067795151,0.591627836227417,0.6578357219696045,8.121889550238848e-05,0.9307985305786132,0.9393521547317504,0.921593964099884,0.0570530816912651,0.9099447727203368,0.9468450546264648,0.8964524269104004,0.6729296445846558,0.8805418014526367,0.9489299058914183,0.0001414268481312,0.0204044133424758,0.0001399877655785,0.0001338540314463,0.8631353378295898,0.6028554439544678,0.0001382749032927,0.0001417041203239,0.0001357160508632,0.0001391332771163,0.9471483826637268,0.8444580435752869,0.0001431671262253,0.0064986846409738,0.0001434424775652,0.8585013747215271,0.6857486963272095,0.0382036007940769,0.8517172932624817,0.8452088832855225,8.007762517081574e-05,0.0001368493540212,0.0194119065999984,5.9559250075835735e-05,0.838944137096405,0.0001296593836741,0.8649027943611145,0.8238799571990967,86.03,-7.07,67.22,Day2
0.000492594204843,0.0029827423859387,0.5860685110092163,0.5748010873794556,0.0018087985226884,0.6017279624938965,0.5672128200531006,0.6187695264816284,7.802147592883557e-05,0.5697892904281616,0.6356644630432129,4.938415440847166e-05,0.934028685092926,0.9421770572662354,0.9252445101737976,0.0567394532263278,0.9140356183052064,0.9492844939231871,0.9010165929794312,0.6508538126945496,0.8855977058410645,0.9511111974716188,8.819192589726299e-05,0.0188580434769392,8.707540109753609e-05,8.283598435809836e-05,0.8686547875404358,0.5808448195457458,8.591859659645706e-05,8.822784730000421e-05,8.427975262748078e-05,8.641414751764387e-05,0.9491360187530518,0.8504151105880737,8.917629747884348e-05,0.0051591219380497,8.940619591157883e-05,0.8516988754272461,0.6637665629386902,0.0371758490800857,0.8440864086151123,0.8367279171943665,4.809076563105919e-05,8.49509087856859e-05,0.0164071023464202,3.54958392563276e-05,0.8296322226524353,7.996369822649285e-05,0.8589000701904297,0.8302453756332397,74.34,-2.13,67.45,Day2
0.0006305775023065,0.0035105291754007,0.5942264795303345,0.5830016136169434,0.0022612968459725,0.6098125576972961,0.5755488276481628,0.6268141269683838,0.0001080212314263,0.5784499645233154,0.6436597108840942,6.992861744947731e-05,0.9314181208610536,0.9398115873336792,0.922380805015564,0.0572395250201225,0.9109179377555848,0.9471562504768372,0.8976321816444397,0.6587656736373901,0.8819501996040344,0.949114203453064,0.0001232591021107,0.0200291108340024,0.000121870325529,0.0001163369306595,0.8647769689559937,0.5898870825767517,0.0001203721258207,0.0001234410592587,0.0001181017214548,0.0001210532063851,0.9471994042396544,0.8463355898857117,0.0001247241161763,0.0061453627422451,0.0001249315828317,0.8532951474189758,0.6715905070304871,0.0381014980375766,0.8460080027580261,0.8389797210693359,6.890425720484927e-05,0.0001190565017168,0.0186528246849775,5.094994412502274e-05,0.8322058320045471,0.0001125389899243,0.8601769208908081,0.8259910345077515,75.53,-3.39,65.16,Day2
0.0006500275339931,0.0035807788372039,0.5971109867095947,0.5858328342437744,0.0023203061427921,0.6127170324325562,0.5783255100250244,0.629729151725769,0.0001123401088989,0.5812090635299683,0.6465798616409302,7.294944225577638e-05,0.9311956167221068,0.93962824344635,0.9221175312995912,0.0572294183075428,0.9106106758117676,0.9470095634460448,0.8972766399383545,0.6616822481155396,0.8815428018569946,0.948996126651764,0.0001282269950024,0.0201501734554767,0.0001268153719138,0.0001211122144013,0.8643181920051575,0.5926257371902466,0.0001252635556738,0.0001284336613025,0.0001229097106261,0.0001259840792044,0.9471081495285034,0.845826268196106,0.0001297651324421,0.006255486048758,0.0001299818541156,0.8543190956115723,0.6745043992996216,0.0381621532142162,0.8471380472183228,0.840219259262085,7.192546036094427e-05,0.0001239103003172,0.0188935026526451,5.324439189280383e-05,0.833552360534668,0.000117197734653,0.8610991835594177,0.8254327774047852,77.58,-4.13,65.46,Day2
0.0015763689298182,0.006444779690355,0.6054984927177429,0.5950118899345398,0.0052486499771475,0.6205165386199951,0.588755190372467,0.6372007131576538,0.0003637126646935,0.5933780670166016,0.6537412405014038,0.0002550584613345,0.920333981513977,0.929524302482605,0.9104811549186708,0.0599913783371448,0.8982678055763245,0.9376646280288696,0.8842240571975708,0.6684659123420715,0.8678634762763977,0.940018117427826,0.0004329707589931,0.0254267212003469,0.0004299592983443,0.0004156393406447,0.85017991065979,0.6068093776702881,0.0004265693714842,0.0004353606782387,0.0004186563601251,0.0004284270689822,0.9381927251815796,0.8313681483268738,0.0004392653354443,0.0121498880907893,0.0004379380552563,0.851455807685852,0.6808878183364868,0.0424132756888866,0.8446961641311646,0.8381819725036621,0.0002644941851031,0.0004220905830152,0.0307468604296445,0.0001952315215021,0.8318973779678345,0.000404921680456,0.8577901124954224,0.8107739090919495,69.12,-1.32,49.07,Day2
0.0013825655914843,0.0059104915708303,0.6132773160934448,0.6023744344711304,0.0046018594875931,0.6285350322723389,0.5955677032470703,0.6453534364700317,0.0003038556606043,0.5996242761611938,0.6620051860809326,0.0002109182241838,0.9232667088508606,0.9323453903198242,0.9135289788246156,0.0593301281332969,0.9013969302177428,0.9403650164604188,0.8874266147613525,0.67683345079422,0.871103823184967,0.9427042603492736,0.0003576054004952,0.0244531389325857,0.0003550510737113,0.0003426868643146,0.8534067869186401,0.6123945713043213,0.0003519133606459,0.0003594149602577,0.0003454561519902,0.0003537767333909,0.940965473651886,0.834543764591217,0.0003627631522249,0.0107842572033405,0.0003620735369622,0.8564786911010742,0.6893713474273682,0.0415478162467479,0.8499554395675659,0.8436919450759888,0.0002160155127057,0.0003483728796709,0.0281487349420785,0.0001603399141458,0.837651789188385,0.0003336634836159,0.8625975251197815,0.8138695955276489,87.98,-3.87,54.24,Day2
0.0014163117157295,0.00600316375494,0.6147958040237427,0.6038806438446045,0.0047018229961395,0.6300502419471741,0.5970641374588013,0.6468626856803894,0.0003136565501336,0.6011310815811157,0.6635055541992188,0.000218241213588,0.9229207038879396,0.9320367574691772,0.9131442308425904,0.0593331828713417,0.9009732604026794,0.9400925636291504,0.8869612216949463,0.6783204078674316,0.870596170425415,0.9424555897712708,0.0003694196930155,0.0245756972581148,0.0003668439458124,0.0003541881160344,0.852860689163208,0.6139102578163147,0.0003636268957052,0.0003713228215929,0.0003569680848158,0.0003655523760244,0.940733015537262,0.833962082862854,0.0003747679293155,0.0109583102166652,0.0003740467946045,0.8568632006645203,0.6908455491065979,0.0416113100945949,0.8503966331481934,0.8441914319992065,0.0002237329172203,0.0003599898191168,0.0284778904169797,0.0001661400019656,0.8382087349891663,0.0003449397918302,0.8629273176193237,0.8132553100585938,87.54,-4.25,54.14,Day2
